"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"e","","l","127","1659454251001","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l ","","128","1659454251002","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","183","1659454251001","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","l ","128","1659454251001","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","127","1659454251001","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","182","1659454251076","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","f","","182","1659454251077","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","f",,"183","1659454251078","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","183","1659454251086","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","183","1659454251186","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","183","1659454251190","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"184","1659454251190","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","184","1659454251312","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","185","1659454251313","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","(",,"185","1659454251313","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",")",,"186","1659454251369","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454251628","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","185","1659454252012","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"186","1659454252012","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","186","1659454252017","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","186","1659454252105","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","186","1659454252106","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"187","1659454252107","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","187","1659454252112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","187","1659454252244","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","187","1659454252245","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"188","1659454252246","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","188","1659454252250","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","188","1659454252364","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","188","1659454252365","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"189","1659454252369","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","189","1659454252693","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"190","1659454252694","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","190","1659454254060","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"191","1659454254060","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","190","1659454254187","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"192","1659454254188","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","192","1659454255212","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"193","1659454255213","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","193","1659454255306","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"194","1659454255306","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","194","1659454255311","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","194","1659454255444","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","u","","194","1659454255445","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","u",,"195","1659454255446","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","195","1659454255452","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","195","1659454255518","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","195","1659454255519","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"196","1659454255519","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","196","1659454255524","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","196","1659454255621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","196","1659454255622","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"197","1659454255625","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454255860","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","198","1659454256130","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"199","1659454256130","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","{","","199","1659454256336","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","{",,"200","1659454256336","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","}","","200","1659454256397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","}",,"201","1659454256397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454256607","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454256840","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
        ","","200","1659454256841","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","201","1659454256845","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","209","1659454256846","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","213","1659454314112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"214","1659454314112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","l)","196","1659454314118","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","212","1659454314118","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l)","","196","1659454314118","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","214","1659454314219","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","214","1659454314220","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"215","1659454314221","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","215","1659454314236","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","215","1659454314345","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","215","1659454314346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"216","1659454314347","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","216","1659454314353","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","216","1659454314453","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","216","1659454314454","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"217","1659454314467","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","217","1659454314673","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"218","1659454314674","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","218","1659454314738","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"219","1659454314738","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","219","1659454314839","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"220","1659454314840","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","220","1659454314945","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"221","1659454314946","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","221","1659454314951","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","221","1659454315040","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","221","1659454315041","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"222","1659454315043","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","222","1659454315053","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","222","1659454315149","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","222","1659454315150","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"223","1659454315171","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","223","1659454315176","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","223","1659454315211","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","223","1659454315212","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"224","1659454315213","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","224","1659454315217","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","224","1659454315357","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","224","1659454315358","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"225","1659454315360","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","225","1659454315368","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","225","1659454315456","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","O","","225","1659454315457","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","O",,"226","1659454315458","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","226","1659454315464","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454316035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","O ","225","1659454316036","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","225","1659454316043","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","225","1659454316205","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","225","1659454316206","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"226","1659454316208","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","226","1659454316222","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","226","1659454316286","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","226","1659454316287","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"227","1659454316288","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","227","1659454316292","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","227","1659454316420","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","227","1659454316421","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"228","1659454316422","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","228","1659454316427","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","228","1659454317003","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","228","1659454317004","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","229","1659454317003","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","(",,"229","1659454317004","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",")",,"230","1659454317051","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454317550","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454317742","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454318650","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
        ","","239","1659454318651","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        ","","243","1659454318658","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454319363","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","250","1659454319367","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","               
    ","235","1659454319368","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","230","1659454319931","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"231","1659454319932","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454320076","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
        ","","240","1659454320078","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","244","1659454320305","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"245","1659454320305","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","j","","245","1659454320310","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","j",,"246","1659454320311","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","246","1659454320316","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","246","1659454320389","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","246","1659454320390","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"247","1659454320390","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","247","1659454320512","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"248","1659454320512","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","248","1659454320610","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"249","1659454320611","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454320678","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","d","248","1659454320680","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454320820","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","a","247","1659454320821","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454320959","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","246","1659454320960","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454321083","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","j","245","1659454321084","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","245","1659454321135","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"246","1659454321135","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","246","1659454321140","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","246","1659454321250","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","246","1659454321251","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"247","1659454321251","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","247","1659454321256","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","247","1659454321345","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","247","1659454321346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"248","1659454321349","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","248","1659454321765","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"249","1659454321765","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","249","1659454321772","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454323166","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","249","1659454323168","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","data","","249","1659454323169","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","253","1659454323525","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"254","1659454323525","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","254","1659454323617","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"255","1659454323618","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","255","1659454323748","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"256","1659454323749","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","256","1659454324384","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"257","1659454324385","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","257","1659454324390","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454324674","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t ","256","1659454324675","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","256","1659454324923","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"257","1659454324923","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","257","1659454324929","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","257","1659454325077","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","257","1659454325078","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"258","1659454325079","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","258","1659454325084","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","258","1659454325132","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","258","1659454325133","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"259","1659454325135","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","259","1659454325215","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"260","1659454325220","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454325423","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454325739","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454327873","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
","","173","1659454327875","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","177","1659454327875","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","/","","181","1659454328099","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","/",,"182","1659454328099","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","/","","182","1659454328200","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","/",,"183","1659454328200","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","183","1659454328394","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"184","1659454328394","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","184","1659454328754","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"185","1659454328755","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","185","1659454328802","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"186","1659454328802","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454329004","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","185","1659454329005","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454329119","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","i","184","1659454329120","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","184","1659454329333","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"185","1659454329333","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","f","","185","1659454329428","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","f",,"186","1659454329428","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454329885","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","f","185","1659454329886","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454330008","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","i","184","1659454330009","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","184","1659454330814","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"185","1659454330814","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","f","","185","1659454330902","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","f",,"186","1659454330902","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","186","1659454330998","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"187","1659454330998","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","187","1659454331220","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"188","1659454331220","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","188","1659454331299","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"189","1659454331299","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454331542","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","i","188","1659454331543","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454331657","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","h","187","1659454331658","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","187","1659454331756","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"188","1659454331756","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","188","1659454331840","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"189","1659454331840","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","189","1659454331912","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"190","1659454331912","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454332177","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","i","189","1659454332178","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454332308","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","h","188","1659454332309","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454332446","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t","187","1659454332447","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","187","1659454332616","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"188","1659454332617","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","188","1659454332670","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"189","1659454332670","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","s","","189","1659454332702","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","s",,"190","1659454332703","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","190","1659454332797","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"191","1659454332797","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","191","1659454332919","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"192","1659454332919","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454333485","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","191","1659454333486","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454333626","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t","190","1659454333626","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","190","1659454333728","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"191","1659454333728","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","r","","191","1659454333805","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","r",,"192","1659454333805","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","192","1659454333980","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"193","1659454333980","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","193","1659454334404","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"194","1659454334404","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","194","1659454334469","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"195","1659454334469","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","g","","195","1659454334578","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","g",,"196","1659454334578","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","196","1659454334665","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"197","1659454334665","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","197","1659454334757","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"198","1659454334757","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","198","1659454334800","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"199","1659454334800","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","199","1659454334934","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"200","1659454334935","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","200","1659454335021","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"201","1659454335022","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","f","","201","1659454335171","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","f",,"202","1659454335171","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","202","1659454335280","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"203","1659454335280","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","r","","203","1659454335329","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","r",,"204","1659454335330","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","s","","204","1659454335450","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","s",,"205","1659454335451","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","205","1659454335521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"206","1659454335521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","206","1659454335579","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"207","1659454335580","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","207","1659454335714","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"208","1659454335714","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","208","1659454335859","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"209","1659454335860","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","209","1659454336047","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"210","1659454336048","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","m","","210","1659454336158","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","m",,"211","1659454336159","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454337196","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454337347","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454337485","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454337675","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454338342","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","310","1659454338344","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454338468","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","319","1659454338470","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454348379","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454348507","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454348670","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454348798","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454355742","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454355994","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454356258","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454356494","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454359170","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454359416","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454359676","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454359893","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","327","1659454360430","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"328","1659454360430","LinkedList.java","1.1.3 for 2021-2022 @t1",
